"AffyID","EnsemblID","Metagene","Max.expression.sample","GeneSymbol","Description"
"Vitvi06g00245","Vitvi06g00245","34 x 32","Riesl_warm_r2","Vitvi06g00245",""
"Vitvi06g00488","Vitvi06g00488","3 x 33","Tocai_accfreeze_r3","Vitvi06g00488","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g00798","Vitvi06g00798","18 x 20","CabFra_freeze_r1","Vitvi06g00798","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi07g00452","Vitvi07g00452","29 x 19","Tocai_warm_r3","Vitvi07g00452","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi07g01870","Vitvi07g01870","19 x 10","CabFra_freeze_r3","Vitvi07g01870","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi07g02253","Vitvi07g02253","8 x 4","Sangio_freeze_r1","Vitvi07g02253","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"Vitvi08g01149","Vitvi08g01149","33 x 7","Chard_freeze_r3","Vitvi08g01149","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi08g01213","Vitvi08g01213","29 x 38","Tocai_acclim_r1","Vitvi08g01213","Binding to a telomere, a specific structure at the end of a linear chromosome required for the integrity and maintenance of the end."
"Vitvi08g01875","Vitvi08g01875","7 x 23","Tocai_freeze_r2","Vitvi08g01875","Binding to a metal ion."
"Vitvi08g02136","Vitvi08g02136","9 x 25","Riesl_freeze_r3","Vitvi08g02136","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi08g02140","Vitvi08g02140","23 x 31","Riesl_acclim_r2","Vitvi08g02140","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi09g00122","Vitvi09g00122","12 x 32","Chard_acclim_r2","Vitvi09g00122",""
"Vitvi10g01608","Vitvi10g01608","32 x 9","Sangio_warm_r2","Vitvi10g01608","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi10g01641","Vitvi10g01641","11 x 35","CabFra_freeze_r1","Vitvi10g01641","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi11g00149","Vitvi11g00149","29 x 13","Tocai_freeze_r2","Vitvi11g00149","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi12g00709","Vitvi12g00709","31 x 9","Chard_warm_r1","Vitvi12g00709","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"Vitvi12g00771","Vitvi12g00771","36 x 12","Tocai_freeze_r2","Vitvi12g00771","Binding to a metal ion."
"Vitvi13g00310","Vitvi13g00310","15 x 18","CabFra_freeze_r3","Vitvi13g00310","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi13g00510","Vitvi13g00510","14 x 5","CabFra_freeze_r1","Vitvi13g00510","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi13g02569","Vitvi13g02569","9 x 9","CabFra_freeze_r1","Vitvi13g02569","Binding to a protein."
"Vitvi14g00215","Vitvi14g00215","27 x 4","Riesl_freeze_r1","Vitvi14g00215","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi14g00230","Vitvi14g00230","39 x 1","CabFra_freeze_r2","Vitvi14g00230","The synthesis of an RNA transcript from a DNA template."
"Vitvi14g02034","Vitvi14g02034","13 x 37","Sangio_accfreeze_r1","Vitvi14g02034",""
"Vitvi15g00870","Vitvi15g00870","11 x 1","Tocai_freeze_r3","Vitvi15g00870","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi15g01002","Vitvi15g01002","21 x 40","CabFra_accfreeze_r3","Vitvi15g01002","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi15g01097","Vitvi15g01097","1 x 32","Sangio_acclim_r2","Vitvi15g01097","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi16g01106","Vitvi16g01106","1 x 19","CabFra_accfreeze_r3","Vitvi16g01106","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"Vitvi16g01215","Vitvi16g01215","7 x 33","CabFra_accfreeze_r3","Vitvi16g01215","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi17g00081","Vitvi17g00081","15 x 5","Tocai_freeze_r2","Vitvi17g00081","Binding to a protein."
"Vitvi17g00669","Vitvi17g00669","13 x 25","Riesl_acclim_r1","Vitvi17g00669",""
"Vitvi17g00726","Vitvi17g00726","5 x 28","Sangio_accfreeze_r2","Vitvi17g00726","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi18g00045","Vitvi18g00045","21 x 19","Tocai_freeze_r2","Vitvi18g00045","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi18g00243","Vitvi18g00243","10 x 29","Sangio_accfreeze_r1","Vitvi18g00243","Binding to a zinc ion (Zn)."
"Vitvi18g02612","Vitvi18g02612","7 x 29","Tocai_freeze_r3","Vitvi18g02612","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
