"","CabFra_acclim_r1","CabFra_accfreeze_r1","CabFra_freeze_r1","CabFra_warm_r1","Chard_acclim_r1","Chard_accfreeze_r1","Chard_freeze_r1","Chard_warm_r1","Riesl_acclim_r1","Riesl_accfreeze_r1","Riesl_freeze_r1","Riesl_warm_r1","Sangio_acclim_r1","Sangio_accfreeze_r1","Sangio_freeze_r1","Sangio_warm_r1","Tocai_acclim_r1","Tocai_accfreeze_r1","Tocai_freeze_r1","Tocai_warm_r1","CabFra_acclim_r2","CabFra_accfreeze_r2","CabFra_freeze_r2","CabFra_warm_r2","Chard_acclim_r2","Chard_accfreeze_r2","Chard_freeze_r2","Chard_warm_r2","Riesl_acclim_r2","Riesl_accfreeze_r2","Riesl_freeze_r2","Riesl_warm_r2","Sangio_acclim_r2","Sangio_accfreeze_r2","Sangio_freeze_r2","Sangio_warm_r2","Tocai_acclim_r2","Tocai_accfreeze_r2","Tocai_freeze_r2","Tocai_warm_r2","CabFra_acclim_r3","CabFra_accfreeze_r3","CabFra_freeze_r3","CabFra_warm_r3","Chard_acclim_r3","Chard_accfreeze_r3","Chard_freeze_r3","Chard_warm_r3","Riesl_acclim_r3","Riesl_accfreeze_r3","Riesl_freeze_r3","Sangio_acclim_r3","Sangio_accfreeze_r3","Sangio_freeze_r3","Sangio_warm_r3","Tocai_acclim_r3","Tocai_accfreeze_r3","Tocai_freeze_r3","Tocai_warm_r3"
"Base excision repair",2.0235887354189,-0.526781132490389,-2.21088242273569,2.87460687974939,2.23399416170797,-0.756188038020349,-2.26756395249268,-2.25276025079099,1.78603809290743,0.20137652097976,-2.67302214881323,-2.20311263882075,1.91740529253698,0.34616686394576,-1.69643751803728,-1.87463260202171,2.16284580228412,0.359751902669238,0.902694596141601,1.3201195803042,1.96450408812217,-1.75502225170538,-1.56270792701423,4.03323106141761,0.611102112094112,-0.723712012990177,-0.906904086969073,-0.0318174362451711,1.49205291187762,0.458034302358301,-2.60326976539957,-0.644215999368716,1.80004951941626,1.51003700693042,-1.23856690831719,-4.14616657519779,-0.060001702617252,-1.01600417769437,-0.967172958881775,2.25511161185692,2.20767571845719,-0.767377298204573,-2.09410949263372,3.95246786572375,0.561021370159207,-1.08745204184818,-2.35841903788179,0.0507803239325299,2.1005812324103,2.88821636731138,-2.51225433379818,2.02090669353631,0.106415616042776,-1.64159604225924,-1.22426722160677,2.8855229897,-0.29260599973369,-2.51230259287921,4.45667034645128
"beta-Alanine metabolism",-1.80238095261699,-1.01218746163203,2.01422098533474,-1.28241961963338,-2.31233957417345,-0.857017201371928,-0.0225482995523785,-1.58395892874562,-0.0665176111935499,-2.38128083657503,1.08017767243895,-1.27572403859621,-2.07395695391063,-0.288897574048684,2.67605946093309,-0.167654148047891,-1.31363083843436,-1.65208332096117,-0.0298893701224304,1.51945955382665,-1.1859745278329,-0.704928610969937,2.20754195716632,-1.00771592991696,-1.51770335968545,-1.91824775120667,0.945240963185848,-2.1241754840038,-0.764487747023119,-2.1053895401859,1.02955036172339,-0.656739935577393,0.411456745991065,-0.255496068430701,1.88734456984707,1.27030513250128,-0.2362291874141,0.0782018703152865,1.72749340949619,1.0382451354911,-0.885197185327141,0.313897344717733,3.00716624180909,-1.20847209469684,-0.945172325848894,-0.834372670932204,1.60009264437421,-0.804012673395636,-0.886525767013813,-0.743152026767622,1.70311440171278,-1.16654038465106,-1.12411307037517,2.87204397248825,-1.29444480784409,-1.05629093852447,0.597717907593674,0.78294673541365,-0.719178786190799
"Biosynthesis of unsaturated fatty acids",1.26485003097552,-0.442911614878279,-0.243869476703562,-0.219848735287253,1.75677164472098,-0.649935863331003,0.318840175916507,1.12106375482084,0.544287323189504,0.0601774286441253,-1.26598553643511,-1.07549922935879,1.67195961830171,-1.6438077390775,-0.920853297402045,1.56009326176114,1.59711461674458,0.38212685801966,0.257742607337093,0.987186783578706,0.762321101212939,0.306651179604365,-1.29560257748836,0.498720010674841,0.16483778193217,0.292559330840745,-0.875590711503621,1.07863273348021,0.57089330637877,0.279843917736654,-1.66153688769294,-0.749770941580627,0.163101482100072,0.32446795086378,-0.327865279480453,1.22974191747139,1.35829644275122,-1.85989517697726,-0.324935879157962,0.833045506658494,1.08342864237928,-2.01864868911967,-0.677912022876309,-0.0218550950250792,0.827517791415913,-0.483872851479246,-0.690127160507691,0.354689365769332,1.05781703856332,-0.514748146715478,-0.559415658513072,1.07010031668171,0.761328380725949,-0.801644584706123,1.87717290720314,1.30363655821534,-1.44677803532884,-0.239247283526786,-0.504634818152338
"Biosynthesis of various plant secondary metabolites",-1.37430489721814,-1.99633937909278,-2.03837122954802,3.03256435278584,-0.412419648885514,-1.10216892694892,0.820030145334923,1.48755811991538,-0.866604678373319,0.990034597950376,-1.75197871162985,0.773525331604095,0.246468202058984,-4.462073014655,0.40208513189515,1.07413078040977,-0.893310229411534,1.03705913226827,2.37192614522345,4.72632529374027,-2.01841401427929,0.375321106438273,0.300418995517963,2.72847519703504,-3.15141730423501,0.280291897833889,0.150034477622923,2.99782849545987,-1.18299939089512,-1.2477579546346,-1.13769362003915,1.61725774874814,-2.99205587974059,-2.12049308221727,-0.618888211576008,3.09274497118495,-1.29695601204378,-2.90859697180781,-1.08596112242171,4.68300909217796,-2.59274560838045,-4.31655450960819,-0.709465997229152,3.18615887550766,-0.259344123835567,-2.61102742289929,-0.182673097499509,0.43665084658181,-0.36684623088143,0.392857846159589,-0.690356963814285,0.2447008917968,1.64581470120596,0.125445049400458,2.92790600431808,-0.563368820945818,-2.68758373667607,-0.421992296810951,3.87050597710346
"Biotin metabolism",1.81302102496399,-1.02496967689271,-2.32524925579534,2.72479971070091,1.35474483680662,-0.494411271972227,-0.601866528877438,-0.268832277077694,1.80460267864848,-0.674891515198043,-1.17683175157474,0.00329396120915149,0.745320531008324,-0.457869243501859,-1.48747393382604,0.886197619220248,0.225620926105326,0.215848416123112,2.21253321842779,1.91282707278345,1.85105916894821,-1.88540667356512,-1.57032705627769,3.56248718497611,-0.433731015838231,-0.773755009355504,-0.899522819257161,1.47669073730033,1.12698252987016,-0.468905398511408,-1.21495734775803,0.0641173464904172,0.232573580666131,-1.4766243857978,-1.63466329176725,-0.754766392538879,-0.846993712327126,-1.87020467077785,-2.21728526753928,2.7921694513333,1.75482658704385,-1.1622732100382,-2.2346338819363,3.03296915001079,1.43427823265881,-0.989059518939664,-0.477246544082453,2.20218933156788,2.84946043629991,1.45536085578644,-2.74922786008562,-0.176013876981518,-0.23960180237015,-1.85975521997208,0.800037120602584,1.93898739863222,-2.29243840666459,-2.27065344571385,2.40503173439511
"Butanoate metabolism",-0.582679724420021,-0.924371511783282,0.43441608537999,-0.247242503795481,-0.136092565787893,-0.0993681288704459,0.731421940898888,0.182602813521896,0.0455596881197277,-0.114445155829268,0.94937381856327,0.216633805225712,-0.20760421541883,-0.860686182582394,1.00791275137256,0.352879323264989,-0.967555437365815,-1.13165513348291,0.426649939233403,0.675469634122902,-0.404618781242773,-0.534688433596587,0.750633051879207,-0.694599178819357,0.317867091029931,-0.533638152391633,0.257255232627725,-0.595696909666158,0.129805015338991,-1.75929889066873,0.630421031900745,-0.110974256342932,-1.04353595055796,-0.0376504418422461,0.0786101533459833,1.0908245472747,-0.917663187158705,-0.524530689327402,1.02329810123295,-0.217755900910752,-0.565142225374953,-0.489254172627589,0.797113861648013,-0.268679706019948,-0.971225372815273,-0.774285717380529,0.987748261727312,0.527912681224144,0.208749965161007,-0.738123932969996,0.917449395729482,-0.297240735076522,0.139067295606034,0.994224444795542,-0.0232753684979077,-0.824276928669021,-1.21209161951571,1.17127794100635,-0.700359897769024
"Carbon fixation in photosynthetic organisms",0.0751956492731485,-1.77537353169113,-0.981215125384197,-0.67426506278755,-0.101805645683275,-2.06420501322677,2.26168979159013,1.03967578717843,0.439381578151002,0.0066367224175566,1.56234791551836,2.4423253378274,-0.249503689860084,-4.42959555215056,-0.202028474077236,1.66039734218359,-0.412397747804746,1.99966574198374,0.960107160813056,-0.930003533697786,-0.462087331681484,-0.6410470558828,1.6894149666755,-0.121641415978481,-2.65024855182009,0.880651804590869,2.82884273826325,1.50130155783986,1.16611692389159,0.433330898338086,1.6796000846756,1.10995546121627,0.380734520465309,-2.45088740504378,-0.426379995619196,1.05600655883526,-0.635660616328797,-4.78953771256103,-0.522497700555674,-0.606819604282595,-0.0591635430949495,-3.40379448924756,-1.76915765939127,-0.563003881240685,-0.326391999002185,-0.322929073688104,4.1235715927471,-0.166478180124005,1.38868472886042,-0.912139450069091,0.394082466595457,-0.127445560608927,1.32518825966194,-0.21026356797329,1.6494548630554,1.47594344568822,-3.84292680357483,3.29874161986315,-0.212319453138962
"Carotenoid biosynthesis",-0.335146717376486,2.58992738384066,1.0497083134027,-3.14453353806151,-1.223816000413,2.56937167344035,1.12902740874486,-0.134114824610293,-3.40307157915809,0.31271657180181,0.552974208278681,0.1193681243195,-2.05470406831736,-1.01626652188903,0.940669979993644,1.53266844792713,-0.292742296883402,1.8191173375299,-2.71013307920708,-3.18325424382598,-1.3783296802944,2.23828503704754,2.501596673704,-1.68775209671585,-0.680146551736969,3.63650703768093,2.91499654483889,-1.24468459820853,-2.5140462841452,0.243442936425897,0.840732986655551,-1.2205502485071,0.65264213316951,-0.634679542584402,1.43573661633299,1.12381590465252,-1.37768276152441,1.43123891024787,1.90490662489216,-2.77873395133445,-0.673769533788222,2.30931564476566,2.24052680848395,-2.26772124188859,-2.81069902809397,3.18782564563542,2.6804311816194,-1.75229018869588,-4.5401415154981,-2.00842614385555,2.79406361860132,-2.22142788215172,2.09019846297968,0.947434937266296,1.11408840656599,-3.07803387669126,1.80841776411742,1.39944607749278,-3.88912058247248
"Circadian rhythm - plant",1.31743548960158,0.0108041882917729,-2.20554344920998,-2.93046413855956,1.77228088504649,0.397029518775554,-0.0615325429687374,2.06987703838774,0.984588113030027,0.379195558578195,-2.42997780530331,-0.304592928284728,2.65463830209282,0.151241658204298,-1.76114154545105,0.183106845042257,2.82837318440329,1.59158408177048,-3.09976441701621,-1.54115684861379,0.325195956929918,-0.81226127401704,0.934223105759822,-1.93273647717279,3.03265868552285,1.73729571170847,1.27906844243831,0.373594485389588,1.33065582181544,1.64521422314352,-2.14904246226854,-1.32462140624797,2.41954954767092,3.055673395309,0.211281178510152,-0.482126433218163,2.33045005252305,0.854966884292879,-0.87229802460113,-1.92703194374214,0.833070195655185,-0.362197800855782,-0.495203704435045,-2.24927301999703,1.87462951690771,-0.325277045543702,-1.07311480030941,-0.992903195618336,-1.03493391364674,-0.504908667892976,0.379590212032976,3.76714466868786,1.99746784080265,-1.74997535547006,1.32849620021589,0.360052203597751,1.5962914888368,-1.01515956086311,-0.759592786111388
"Citrate cycle (TCA cycle)",-1.93948332674452,-1.60921096177322,-0.166575704880277,0.863383234370466,-0.342925033396144,-0.326875190532,-2.02733827738963,-1.83868451346993,-0.262411733942708,-0.669797908897777,1.35014381347572,-1.74363446304739,-0.0219037713729947,-0.34172679103187,2.16006909727366,-1.33826379043123,-1.65704716749281,1.39467841114631,0.218709453628189,1.9231786581273,-2.5231760948545,0.781671037560414,1.86467821918481,1.5735756139672,-3.13244081520442,0.160949202627922,0.0296933979185868,0.670416155712996,-0.961344004940734,-0.179705638157708,0.793967527764122,-2.08442450858262,0.0858078028913316,-1.41227148817811,0.310237013492738,0.313811923869969,-0.26166043829336,-1.06594515945653,-0.176220110829902,1.65870634677427,-2.29479566864224,-1.29104465255974,0.930162258066478,1.11185476021117,1.28540366379684,0.233716468073444,0.162518742422801,-2.80586184422875,0.48061652022997,-1.05814191173175,-0.103113353441675,0.180200729690176,1.28790264953061,2.19414566831663,0.613147800999659,0.0660185355585287,-0.396213764440738,0.516142057473216,0.734788308952181
"Cutin suberine and wax biosynthesis",2.75928416630805,1.57161362322724,4.07004835667474,0.843450921450398,2.18316936998743,-2.20319829537354,2.34317122672675,3.28282461125815,1.10844258937726,1.3272555873676,-3.77665401172534,-0.563903510685863,1.66909600026566,-4.47021101586211,-2.56913049474601,2.5152124084932,2.27878996740231,0.546197550992242,0.993171153468874,-1.0221196351271,1.33068580644925,2.04177348209117,-2.88051817940727,0.673076788809172,0.344062534227232,1.46034819185865,-0.358274350281262,1.28469926385471,0.704160432234619,0.113890641159149,-2.21682811786047,0.0317868557061934,-1.9965375289869,-1.60019640083063,2.70203968129607,1.26161546007987,2.26860481235702,-3.36606609789327,1.01919459084388,-1.13950750572617,1.29964725753033,-4.85043724547819,-2.06339331522591,0.806597688418996,2.13650382642498,-0.400637668563128,-3.68577921732221,1.72224973858942,0.445309258847865,-0.503103650071477,1.17510598985867,1.76595071641852,1.98513991663974,-2.52739307778944,2.01692529338094,2.05792259805068,-4.16561254229808,-0.849044210119113,0.635750253219872
"Cyanoamino acid metabolism",-0.360605561967864,-0.368488089550923,-1.63388170959086,-0.283692460272006,-0.0634666917631139,-0.925844373789235,0.892013727943107,0.669763969523274,-0.197500449290702,-0.43877485709643,-1.53204128305007,0.339718234898492,0.850761216615839,-2.06652008466344,0.530577546601529,1.71973432983898,-0.288715778336979,-0.257060658393221,0.543579464888641,0.714438424639953,-0.991521301262719,0.770085864134937,1.01686228207159,0.450890255521179,-1.98819265902242,-0.08900839408683,0.80248796085127,0.99676244943413,0.308843252601533,-1.13797902196236,-1.0597424176151,0.161342265871816,0.892301365147867,-1.66314964370233,0.676258318194191,2.10833153427775,-0.13013051706958,-1.79096187298016,0.13181007149201,0.764734200720593,-0.904034359470242,-1.65874683063642,-0.183374442474997,0.103309265488744,0.396871120046525,-1.1268254810639,0.586965134442588,0.669456972537828,0.562800012379149,-0.98453342090469,0.227301147324356,0.456090082385315,0.193071432479807,0.292523826782946,1.35395350394917,0.106652862032235,-1.02017849644961,1.07492197379727,0.33709187705603
"Cysteine and methionine metabolism",-1.50846690128096,-0.559672040330769,0.641670052234923,1.10569346675089,-1.02706824983661,-0.373025267455449,-0.349896107320707,-1.50543415834443,-0.651803377949777,-2.15585838933855,1.65420508567329,-0.832767534310296,-3.0641629542925,-1.20149849524347,2.14207922066262,-1.70964546979383,-2.82078309543877,-0.462594799595888,0.663896002274699,2.53718260625002,-1.01449641119126,0.766360548651996,1.63032823402397,1.6021612804928,-1.84193645571369,0.262298318355999,1.77182361013542,0.0191252003245742,-1.39348787951491,-0.618638712464421,2.02391685568403,-0.76921230405875,-1.73072753988731,-2.46293153378089,1.01072747258782,-1.03626982350267,-2.36716330668694,-0.747330830301258,1.17773133886291,2.0009288358959,-1.08249073740083,-1.31921531136294,1.17646712059511,1.68480733282637,-0.950568615902811,-0.117371239800527,2.26689120027194,-0.641967931178102,0.83366713572161,-0.240030297336232,0.791496785337845,-3.4176943487736,-2.09931836340783,1.83189926697465,-1.82891043246912,-0.0219619060722832,-0.938284203772302,1.63817329410789,0.510366134530727
"DNA replication",1.59243700954392,-2.27989449423142,-5.37119465002031,9.17720195275033,3.20159291562427,-0.74011880649341,-6.07267319498545,-4.51207290682849,1.69213698852799,-1.90851393577802,-4.3382856374768,-4.92350701286085,0.959735827353572,-0.149733167080182,-3.34562155754022,-3.85848920950757,1.01952960129076,0.521565829473468,4.19849941991403,6.16867619604313,2.00569037360381,-3.32328964807572,-1.34944507057552,10.4308364880432,-0.164888521368511,-0.92364903355527,-2.00256816074485,2.20966423576411,0.641056890387492,-0.39632966790592,-4.3249951965662,-0.396152347979697,1.05054945194599,-0.809493970005926,-2.90475447507893,-4.99136506966079,-0.23489451973837,-1.11079043486635,-3.71089844800939,8.19727224351025,2.06008785641934,-1.26301799658426,-2.68764642438996,10.3572310372526,0.134663112907863,-1.79436883202394,-4.33027546791492,1.549002388093,3.54192419255612,5.62312602480395,-4.48234619763553,0.887955034099614,-2.74413170921642,-3.03086720500323,-2.92290780151358,4.75829207610292,-0.403307080581499,-5.65112823101527,10.1596682087402
