"","CabFra_acclim","CabFra_accfreeze","CabFra_freeze","CabFra_warm","Chard_acclim","Chard_accfreeze","Chard_freeze","Chard_warm","Riesl_acclim","Riesl_accfreeze","Riesl_freeze","Riesl_warm","Sangio_acclim","Sangio_accfreeze","Sangio_freeze","Sangio_warm","Tocai_acclim","Tocai_accfreeze","Tocai_freeze","Tocai_warm"
"beta-Alanine metabolism",-1.31499303146956,-0.430408406828699,2.79846558216026,-1.21251644145455,-1.91825203438166,-1.29650615568966,1.12456859970753,-1.7387918508632,-0.59080465488473,-2.26867459759662,1.4276152892455,-1.02579698489655,-1.07459993855932,-0.637909735989127,2.75443640778037,-0.0883789746744006,-1.00942301942699,-0.193235179186047,1.3225741937253,0.635851915187071
"Biosynthesis of unsaturated fatty acids",1.08227739663474,-0.929696111056083,-0.867551954124897,0.107438108914548,1.14637132994604,-0.338866499850052,-0.574735073133117,1.00740096660479,0.795276471564484,-0.0884220603455535,-1.25526712026607,-0.972863978559303,1.15440385240195,-0.501294791933542,-0.761884944723385,1.79659227952154,1.65192306790764,-1.49266584580693,-0.14649357121176,0.458863162813314
"Biosynthesis of various plant secondary metabolites",-2.06941082877547,-2.50402198039701,-0.830955702485033,3.12204976219314,-1.55104122686688,-1.43066578916891,0.23625998850641,1.8986368755684,-0.856064718702472,0.105564966877424,-1.32731116505659,1.29374939364931,-1.04787811978478,-2.75923068175326,0.000806828705784587,2.64546367527309,-1.05146209615588,-2.45122504538091,0.306985418920983,4.89979804564517
"Biotin metabolism",1.85932729426312,-1.55793276010687,-2.29932267510237,3.27557129123617,0.959291967004143,-0.855409225146155,-0.811735748357397,1.35059190595261,2.08194029425738,0.22016445404132,-1.91512745016277,0.037046519366509,0.320029504714095,-0.915868979328847,-1.80898017755448,0.38230605820964,0.652270420206719,-1.98569372749891,-1.1980957865618,2.64845479103707
"Butanoate metabolism",-0.532301594203665,-0.724299881670129,0.772700854641017,-0.427704261489892,-0.315408396828081,-0.530236250140855,0.776306703091356,0.0405337196936552,0.136474317197665,-1.12652753358992,0.921305797254396,0.0515846081152535,-0.618720859241099,-0.44685390995921,0.803650371019545,0.522337810233327,-1.03863304182259,-1.22903892979564,1.29536498424473,-0.120465371446179
"Carbon fixation in photosynthetic organisms",-0.189276562930908,-2.40179242900837,-0.414820716434576,-0.496817035461404,-1.26177907361662,-0.710126217481721,3.75790473768754,0.888988608041357,1.02930748137389,-0.318723914267758,1.29336943086046,1.88265215670518,-0.0330580104500064,-2.99551218807043,-0.311794441152723,1.63511927274556,0.251932520111966,-3.6503400770726,1.58791208844452,-0.660763730742731
"Carotenoid biosynthesis",-0.813018897102877,2.73559588152229,2.28316060289659,-2.46937889590677,-1.87719128526509,3.54038240630904,2.85462932138438,-1.22375236566672,-3.73092145789987,-0.732935851267447,1.57950507785993,-0.610472861473763,-1.38086678812096,-0.0606862416496166,1.18480687677247,1.44664467905102,-1.94795843376579,2.21101927743407,0.411256259810832,-3.68844542862638
"Circadian rhythm - plant",0.86212027811919,-0.441120970522419,-0.513581759355934,-2.47397674268495,2.70088591838037,0.624978468986247,0.122392572150944,0.554160815724608,0.411916680647609,0.609957743595781,-1.49542510918187,-0.888454332065562,3.48262088720482,1.99989923545536,-1.29333320528835,0.425898865192772,2.01278436922187,1.74964938585775,-2.39734795585072,-1.53038141122371
"Citrate cycle (TCA cycle)",-2.28296105450819,-0.789390975531948,1.11046713465056,1.27616929598465,-0.833130415841416,0.0599365473260262,-0.543192629054655,-1.50056161344597,-0.192807145874597,-0.844672905764601,0.765468475389963,-2.0560365826773,0.138682772593019,-0.241203514028461,1.81341739734656,-0.137594283905229,-0.621222822196687,-0.227618752144274,0.274427603372396,1.60337977241975
"Cutin suberine and wax biosynthesis",1.85719146924452,-0.925201274104458,-0.763237309982132,0.817315821151981,1.89735792138575,-0.558641982864342,-0.967641271012936,2.4333536976649,0.796704275521144,0.406875513134795,-1.71439495830731,-0.275942990067492,0.530001407797826,-2.4085328655255,-1.14894692854853,2.22362529692479,2.53861189330445,-3.53479702712318,0.674186648671156,-0.509530974930362
"Cyanoamino acid metabolism",-0.778318943459687,-0.596363938761061,-0.184246447197484,0.098044933340471,-0.663354914998948,-0.86234034343524,0.903588618454779,0.907083616107692,0.238664875608033,-1.14942273994581,-0.853652821596159,0.265700564855785,0.864974844124702,-1.73775457213993,0.526245832046662,1.9528176839661,-0.10735172534275,-1.48373792660705,0.80368726967583,0.659665354662989
"Cysteine and methionine metabolism",-1.22210348179107,-0.484792648859298,1.35877744073256,1.55844847334809,-1.51577116330063,-0.0921495655723877,1.67761092800783,-0.799821473969242,-0.360451826183028,-1.32309523608297,1.64115719536843,-0.857257993951681,-3.1947520006774,-2.35545723445726,1.86852225482755,-1.73451002092115,-1.83768559910571,-0.968557844740134,1.71976182582513,1.83633696400689
"DNA replication",1.98910147392235,-2.49005174264742,-3.31424606578141,10.5618218834436,1.38407330806403,-1.26813937863014,-4.69453086029154,-0.172126839519787,2.19120092683517,1.81292113050684,-4.80112492423749,-2.78053032221527,1.20173247229186,-1.31372439396264,-3.35076019016057,-4.39311376988083,2.46680823843009,-0.527358437255667,-2.53312027796997,9.26675932777908
"Endocytosis",-0.998935711343422,1.83164706261901,1.58301035045538,-2.5893382405336,-0.239360945034969,1.29266488265706,-1.20869653463279,-2.49771785621251,-0.637471901352007,-0.422760322071654,2.24063904371808,-0.584684695501147,0.38468357486764,0.24063269911909,1.59581632473906,-1.39238916324999,-0.692674553283188,2.17061187744967,1.09991958458137,-1.44438830800757
"Ether lipid metabolism",1.42218348760684,0.104842928191957,-0.695926919525412,0.0896665210183305,0.0608098482430758,-1.08624005789356,-2.2524931905304,0.290263864256675,0.871705287373588,-0.76909224979184,-0.497453678184361,1.60534968657061,-0.205952924458676,-0.633208417592224,0.0476521268716906,1.77293291465775,0.495788808286642,-0.623859496051361,-0.332528478621223,0.131329874330455
"Fatty acid biosynthesis",2.49249270532417,-1.46618012428669,-1.76876275323174,3.68916087815002,0.820157048840518,-2.24553594568475,-1.65922980905876,2.45308079784681,1.75872283560066,-0.153167468661308,-2.61495481428403,1.21275864308331,-0.324321076951355,-2.21110172785695,-2.07447788556978,2.11388845937139,1.20466342331961,-3.0706760281341,-1.02390478692157,2.55048569757114
"Fatty acid degradation",-0.222987948650056,0.296376155148133,2.44642585875481,-1.90376750688455,-0.603701885573562,-1.22565339622648,-0.214690638115091,-0.560312123808904,-0.456719617272136,-1.3136515468003,0.587019062274226,-1.73812612768165,0.363755828418773,-0.0224671114163677,2.77140731316058,0.278758305882132,0.306940581986221,-0.88084755293807,0.5530073937975,-1.14443411792871
"Fatty acid elongation",1.90606135452966,-3.56551150336428,-1.77572116766225,3.20792639551831,1.26434331849149,-2.3169097408057,-1.55854369373959,1.93984476066439,1.72574590063174,1.65042247070525,-1.39553568103884,0.962165536239084,-2.41835860702529,-2.96984967301666,-1.82916541218529,1.07201764964184,2.70483173880667,-3.03635089694766,-0.298563575323757,3.99339685403368
"Flavonoid biosynthesis",-4.89443036083561,-4.47244414215086,2.57449224298518,1.75449924072528,-0.906360448036145,-3.70858221074374,4.60878416299174,5.52367712767405,-5.32113321249027,-1.8901046035355,-1.95577156734985,1.84750145928512,-1.60497914607104,-4.67146919118745,3.05433439227576,4.79992462949454,-3.57736056292508,-6.79030779977684,3.70715992359934,3.85426960234192
"Folate biosynthesis",0.743834902582912,0.683411359985648,1.33345556040454,-1.18213148608175,-1.52865838735691,-1.48860083406789,1.21524474579494,-1.14220154477494,-0.544232408708725,-2.04851736598336,1.33316661462003,0.332450812043376,-0.616682394716669,0.309646860198136,1.35586531342764,0.189249281563394,-0.411384124729337,0.162979474172802,0.862688554233664,-1.69313508389935
"Fructose and mannose metabolism",0.203042556304267,-2.48221871534252,-1.19724311152366,0.928794764153975,0.250080952418676,-1.63160783336969,-0.0514265584382902,2.06128019219104,0.89209393177745,-0.984561195212137,-0.409241759708666,1.74388653341857,0.0200603592128512,-1.81887422728423,-0.538659401864767,3.40606271526907,0.0413891867869153,-3.25498274915866,0.269261012854576,1.43661303339111
"Galactose metabolism",-4.93488478986229,1.55503584628209,5.07438155623733,-2.23156328385595,-4.23574465412195,-0.718509575433808,3.87611828147936,-1.35718005948627,-4.52035852118397,-5.29956374706252,5.49138324301839,-1.76552153423383,-4.73869583067844,-1.95615290849485,6.60445687693754,0.258190916780271,-4.52445300560394,0.999808579333645,2.48551000529132,-0.744649450531131
"Glutathione metabolism",-3.12589665556486,-1.01663119004496,2.36743965127955,0.282937950301516,-1.78071201781992,-0.55628750047804,1.16020438255145,-0.960175746785121,-1.78053465801143,-1.2837384042973,0.892462853559513,-2.5840712121159,-1.18022642983906,-0.788643054899904,2.91199833796915,-0.366205350422228,-1.66393885862656,0.361590520762624,1.90250021182996,2.20449018896581
"Glycerolipid metabolism",-0.584792572122754,-0.11140691088489,0.82194142989063,-2.24034052335685,-0.274814307626425,0.196406952997244,1.30030243307189,-0.207736831611936,-1.1590834382291,-1.81244412344657,1.68371929822102,0.240989725085303,-0.603792667795568,-0.668893919174695,1.81674120081729,1.74474345069284,0.102633810937475,-0.164199093863209,0.94816535661328,-2.36180120576755
"Glycerophospholipid metabolism",0.636156406637022,-0.774042112453283,-0.913483694656552,-0.898038157644791,0.248686597396178,-0.798177491214726,-1.97544051138941,0.663433729697962,0.87657429865824,-0.0593176507797288,0.164708973442044,2.10475280656353,-0.0807056859123502,-0.536003148692015,-0.461100438553011,2.42942112933651,1.46743592153647,-0.0935918077533723,-0.150630818586163,-0.800554636943113
"Glycine serine and threonine metabolism",-0.0768759049772129,-1.60805361474324,1.04708210721052,1.07961053393303,-0.16650024280673,-0.931151583795829,1.69441927081614,0.0805105025045671,0.457493582989015,-2.83552729796661,0.984447815572608,-0.44189944230377,-0.00485772199605154,-3.19206501689241,1.66147956862152,0.808028824188529,-1.41500396113309,-2.94247436613959,-0.0319415448943128,1.1111451838327
"Glycolysis / Gluconeogenesis",-1.87489138204319,-1.21280652524941,1.20790971424926,-0.598685018629507,-0.881186671132801,-0.546190675943815,1.33709818176328,-0.835302782232055,-0.354359096990089,-1.90527195399638,1.93334098395561,-1.44900576404708,0.221657598567215,-1.51464705006279,2.53710101318059,1.24495976254448,-0.777865080421481,-2.03056485873601,0.845973630635713,0.677322442410896
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0.920410086519101,-0.104865696803357,-0.27048363181498,-0.881007823341601,0.921997933146876,-0.239403573848182,-0.56500008403802,-0.589512059860784,0.992956865530942,-0.301682956923627,0.161208907531592,-0.583137188147365,1.77080162673175,1.16261626620001,0.132061830683079,-0.13802852601018,1.23340820590575,1.27997305263858,-1.95050452655545,-1.67744733679621
"Glyoxylate and dicarboxylate metabolism",0.000150494948714149,-1.14462163709328,0.882889318194377,0.151625281388658,-0.974852314896722,-0.490743307164638,2.79153554084802,-0.387289497936219,0.4213526597264,-2.15838777837965,1.52168375443006,1.34517322780891,0.854151011532051,-3.3813843858698,0.265839081653949,1.88740759749531,-0.232910372940706,-3.35052060008845,0.966641307991523,-1.44643465183031
"Histidine metabolism",-1.47155863115262,-1.04541418730537,1.18561296357622,-0.488711156341279,-1.21610372036312,-0.155828687973897,1.91066738230959,-0.481547689718805,-1.00543230759426,-2.20017640894479,1.97645343627727,-0.762807126748545,-0.644018901540588,-1.06764708723393,1.652062049701,-0.162275680336289,-0.500257981152002,-0.301100719078998,1.36996698133369,0.155132465966908
"Homologous recombination",1.43398498678389,-1.08069860110958,-1.3743938390082,4.76316717268941,1.13173028137477,-1.03609731233507,-2.81564527362973,-1.24266384035879,1.76778850774527,0.204276415918386,-2.13786160394293,-2.62363833298744,2.42825238657404,2.16057532255426,-1.53899181825989,-2.30411874409279,1.09719538716159,-0.0425575082420261,-2.18789675797445,3.6766037981174
"Inositol phosphate metabolism",0.270970951461744,0.116264126422054,-0.00339213862425091,-1.30821979984038,-0.754113689085141,-0.380999699498372,-0.66154358327884,-0.797602175675469,-0.318523151003679,-0.830915049517507,0.806354583809757,1.45142040222273,1.24605855552863,0.217394166586104,0.823512340572541,1.01635169152602,0.353885637458366,0.459313818892841,-0.278191666106855,-1.47744720090717
"Isoquinoline alkaloid biosynthesis",-1.28341800576103,0.316139524951771,2.75545071597166,-1.34545506400525,-1.31257860729374,-0.211433023277034,0.923364172356939,-2.55574380176482,-0.308323380667018,-0.374228469009197,1.26764071151659,-2.0000023622395,-1.15662483913394,0.165784839051243,3.33534368569607,-1.68889174486098,-0.794219449719283,2.15658697696271,-1.26841299315668,-0.36905377695356
"Linoleic acid metabolism",-1.83746404574753,-1.71418885624762,2.32321971726588,-1.71591653072015,-2.86721158430798,-2.02633118302164,1.07171880795752,0.201249384811063,-2.30544860392273,0.351786049222981,1.8776369206412,2.32155744671493,-1.90349430241387,-0.708892737481547,2.45724380672796,3.01125162817942,-2.3991197592233,-1.77201346770924,0.950063209404665,0.325235687645271
"Lysine degradation",-1.91831192321879,-0.659821192954148,2.19301967672618,-1.66751442030119,-1.90242783554002,0.193139155073605,0.902088783357757,-1.32469962453089,-1.01553090725921,-2.84910693310178,2.57548744625973,-1.07610931018712,0.0259744974671512,0.238464958541029,2.33894750358922,0.408527205773567,-0.434723771603758,1.09641260926665,0.171738504473389,-0.790074788317738
"MAPK signaling pathway - plant",-0.94917319170365,0.761496611258664,0.6625835778511,-1.59790780695946,-1.0683214382454,1.9974023181415,-2.33358421392835,-1.17750249162817,-2.40335075457343,-0.124285286773293,0.283281706991952,-0.0284745254002888,-0.546045386670587,3.63923061200746,1.42625757303435,-2.02046696288213,-1.04877048441982,2.90512623442459,0.722485372598568,1.03624897557784
"Mismatch repair",0.575989694543907,-1.34544716045293,-1.27383963429821,5.25825014966108,0.475656941950534,-0.936440676623342,-1.82620906478737,-0.905117370004751,1.34334431702134,0.386681220877042,-1.12867367190147,-2.38285817737596,1.39157841263165,0.600110784126514,-1.53675274949237,-2.67907233963628,0.416854711319549,0.254277332877506,-1.64671914028883,4.12792799615557
"mRNA surveillance pathway",0.00944857166559781,0.765888242359934,0.284332253102985,-1.38870201470573,0.554727546217021,0.680912345885488,-0.298013882377315,-1.710399098683,0.676442145445266,-0.443740211550416,1.60641001853703,-2.27601565134621,2.42994757054191,1.90795822242485,0.215648056178094,-0.828294429290302,0.252007424566676,1.73056660869084,-1.14275015825251,-1.71297993490045
"N-Glycan biosynthesis",-0.803228914672248,0.384634277845257,1.25809414626813,-0.935822684726025,0.381430414091388,0.430109604905475,0.144129072541593,-0.271336120359925,-0.978830458147004,-2.2075587789833,1.32558406494005,-2.24021798876442,0.522124500508746,0.0740963396806985,1.33660267796121,-0.925476214917052,0.43606563298184,1.41081340765916,-0.274605404876151,-0.538293926213998
"Nicotinate and nicotinamide metabolism",-1.84851944163747,-1.03481998454878,1.59997668903229,-1.93778050466734,-1.47543867959861,-0.534479915780144,1.92677252330295,-0.856829407017451,-0.73604684985147,-2.22376195154294,2.14386070862512,0.651734012193144,0.0396106482234967,-0.400223711341532,2.17846535718431,0.960620870896415,-1.11433374459009,-0.026160366507945,1.36696447093532,-1.5674910004073
"Nitrogen metabolism",-0.564973946024929,0.0823949682300687,-0.415561888218066,-0.317226629629372,-1.80182982418284,-2.45127916537635,2.10405281781563,2.93008182718841,-0.674443730323089,-1.60775002926977,0.967092220361509,2.81919998588464,-2.26492109737221,-3.86724947443512,0.316806930258678,3.19558837851986,-0.768140807004521,-2.40985885960719,1.97865175207542,0.0811226595126608
"Nucleocytoplasmic transport",0.303127641756608,-0.860867923718187,-0.561715211887952,1.12035665129497,0.264471382556622,0.329952161664812,-1.32795782632001,-1.27186210090412,0.839680613036962,-0.449670700251999,1.85721264100666,-1.59661855599934,1.43511544775205,2.16569392015364,-1.13642053309067,-1.58021707847566,0.812133991803387,1.95894859150164,-1.95955482852173,0.35356548332946
"Nucleotide excision repair",0.793499714362838,-0.925369519491186,-0.682717251175859,3.26938256659913,0.0287223083888846,-0.487682395569453,-1.1727145391883,-1.73033358353261,1.12576437430215,-0.102062056154376,-0.445824969676576,-1.96943059745711,1.62530985061938,1.25679123311336,-0.634307708822363,-2.50144212397387,0.786528417899819,0.425971668076555,-1.52551029740894,2.2638964214231
"One carbon pool by folate",1.11638928136605,-1.61527966260355,-0.178886612736647,0.838249760685962,-0.511626798850786,-0.80348815155242,1.43735134059962,0.344407272879666,1.12315899199361,-1.13992355841603,0.536030272966394,1.67127505113644,0.351150201619809,-2.23340513980001,-0.481063800800268,1.55572402585056,0.172526327561456,-3.1922442619771,-0.067052530981881,-0.340709268520866
"Other glycan degradation",1.42228837737618,-1.78801579097781,-1.43957151572674,0.860768987488571,1.70856101060791,-0.911379197015431,-2.32287085458404,0.84369901192837,1.57169871360035,0.57117536694428,-1.50595137289385,-0.0602201554877877,1.03673409163975,0.135628255400142,-1.00755152364375,1.00819133099915,1.56174724347588,-0.742216233939552,-1.66259930496473,1.95599140735868
"Oxidative phosphorylation",-0.789369581779674,-0.466426507065274,1.30260071573761,2.68902548237116,-1.33470835324268,-1.69239750237188,0.170115987953855,-0.516821260638648,-0.0411880740326642,-1.3528759911543,0.825425416425168,-1.2407495590444,-1.07373184951871,-3.33437611228715,1.37727410472028,0.139050257461186,-0.950993375810189,-2.44490358214859,1.01796589569586,2.51199177234807
"Pantothenate and CoA biosynthesis",-1.72811252785573,0.196484433145534,2.29214080775303,-1.12361310864551,-1.44976524606567,-0.191785466974358,2.70474161754449,-1.44716745957178,-1.41938299883005,-2.7550953682577,2.35197066297355,-1.46368456738392,-1.31616024714749,-0.18748924681625,2.87034732294708,-0.637602629917955,-2.09497043482661,-0.142097829371554,1.22125163281483,-0.247442250490993
"Pentose and glucuronate interconversions",0.923987952313088,-2.43682540637413,-3.33923706357898,3.3666541160271,0.539705147641642,-2.85735685427408,-3.12220917658808,4.61552866820469,1.4238666948978,1.38022370229941,-3.12567884492506,5.36184084518742,-1.82030978466597,-1.7075562123194,-2.36180674242995,6.1244011491951,-0.144022339812708,-3.87736647390009,-1.44894230193793,2.92348537437877
"Pentose phosphate pathway",0.0511423097605189,-1.23682221177469,-0.331078914989424,0.872114206475321,-0.420609196907171,-0.77803818877744,1.10839845371863,0.635998574020633,0.563051719594172,-0.307157421113037,-0.176308768407054,0.212563888074576,0.491820070307698,-1.67162871090527,-0.829162661340429,1.3167736240247,0.548620030224557,-2.19511779829168,0.311801120646485,1.1943285050121
"Peroxisome",-0.325922496488229,-0.193487918170603,2.05643201591388,-1.27632847667996,-1.44875233705537,-0.623160020281117,1.35998997219221,-1.36181089096208,-0.399100153349443,-2.13106205910012,1.13662905036947,-0.625829087197661,0.471158531911001,0.00506490149810226,1.60134239170773,0.772369444696691,-0.391446929905576,0.272960393201867,0.223523718203918,-1.55732634590198
"Phagosome",1.43533306464063,-0.816903772632661,-4.11563052055381,4.17309838513233,0.936366226418353,-1.09253232713414,-3.46484180928216,2.26742126846804,1.67546651445787,2.57204135695008,-2.72890704305508,0.924490716552512,1.51164585465969,-1.77504601595915,-2.71978637262425,1.51820729649482,0.946768544040987,-2.24859867170721,-0.931487771814276,4.27672644877343
"Phenylalanine metabolism",-0.609409595350922,0.156278619006782,1.69414842271515,-1.57767798031601,-0.982089104635084,-0.782736770899434,0.095460334280766,-1.57007056057729,0.148395799940677,0.116245208334397,0.216521376361716,-1.4978351944176,-0.238929459573104,0.318330705316341,2.36708662004013,-0.275344664085755,-0.0830761965880046,1.57778883911085,-1.00720881883402,-0.0670344248611435
"Phenylalanine tyrosine and tryptophan biosynthesis",-0.777929416699417,-0.943883192883709,0.831989557784536,1.61478184746682,-0.683725401789483,-1.31430508340253,-0.444112434614961,0.00709743051033005,0.247360412838336,-0.698222128171223,-0.0525327413785926,-0.936990795945544,-0.721155227592223,-0.0454369072027753,1.00914111545248,0.314155978662338,-1.50107488691848,-1.38589500925735,-0.778745843007827,2.81269231845759
"Phenylpropanoid biosynthesis",-1.69317364505547,-1.67498263869715,-0.0349143107790961,-0.186822048302291,0.64925737815441,-1.90439692104919,0.898652643786779,4.23283571912003,-0.991069080328332,0.0349399237316153,-1.74880828788467,0.820218171637489,-2.1539932859549,-2.53370029105537,2.47979508442958,1.80531575719297,-1.52236493945863,-3.43922246483593,2.37181594905073,1.57297563635914
"Phosphatidylinositol signaling system",-0.221669691150492,0.66059081091192,0.727384888563701,-2.21224815154064,-0.72704915988565,1.07742304962793,0.0563415225413891,-1.40153660454534,-0.858329789278162,-0.0871274371712429,1.26946530529339,0.227579387523323,0.769564214193266,0.735965085356715,0.764003264978931,-0.100984820763536,0.385705555271699,1.81602370801726,0.202285376393799,-2.25851208283893
"Photosynthesis - antenna proteins",8.38343053162727,-2.3019670036454,-9.44687141252031,5.34406992685172,6.2486614666701,2.67978013754623,-1.43311822420546,4.99075445975449,6.84291983571651,8.82526180516514,-8.47973942419881,6.21272721748527,2.1375331895106,-7.7280379343757,-12.0265980123092,5.29320960568309,8.74695129546073,-7.5468654119145,-5.35720956263784,2.98176681928052
"Photosynthesis",6.12525650409085,-4.05352499970467,-6.81909740054079,4.90927473057909,4.44113974646528,0.547976189458966,2.54237319205015,6.83378193775557,5.70108839669297,3.64772719791653,-6.19435793067761,5.90089212607242,0.885053265207556,-7.58421659150724,-8.32614185988995,5.44021221146001,3.09425325360366,-10.3767372233169,-2.32971296568867,2.60261845533263
"Plant hormone signal transduction",-1.31292322936265,-0.806376906180325,-2.29377780086106,-1.76216047809471,0.0996246518659471,0.900969952229648,-3.45124961150046,3.4361811367592,-1.27084634111672,0.983909366812782,-0.335462531512647,3.48752321258006,-0.633395415417309,2.19756677999195,-1.61246949967528,2.80249759070887,0.0182228061966165,1.39149783433424,-0.326231423617208,1.75146683058648
"Plant-pathogen interaction",-5.10568461917085,-0.577990683438783,3.48621116654257,-2.64954826286743,-3.85620102791531,2.67008967432162,-0.635003209630126,-3.65582386989132,-6.27330253954237,0.351544660880967,2.73592070346474,-0.86793608995625,-2.41232554286109,5.04776932418794,4.21097070906667,-2.13417866784985,-2.06910659178616,2.91148967043773,4.7576952977731,0.801575008319073
"Porphyrin metabolism",2.6430887230268,-2.36381935692495,-3.98602594227874,3.11305207593354,1.59581492938359,0.199286733541737,0.168419598054243,2.24396913556069,3.23826468600407,2.44810811280417,-4.28230394577016,1.84869745505615,1.04902939564798,-2.28193583194899,-4.26772519950657,2.83653613602716,3.50340382657439,-2.90041860867097,-1.81721013776246,1.56977572882041
"Propanoate metabolism",0.493927992759408,-0.301472564439955,0.502546714207369,0.0397196273471323,-0.315393004000812,-0.870616776219175,-0.21928812005352,-0.824777800889553,0.594510910683055,-1.40824137623243,0.379288862131461,-0.501622759019053,0.211733595129824,0.408137023454679,0.364018959945929,0.0968472961517536,0.678086246365846,0.116038821188851,-0.391569357189763,-0.125795828669073
"Proteasome",-1.1012474034571,1.26360137955963,-0.0377039522929426,1.04178391892418,1.80636152128649,1.14831220583684,-0.957044764158076,-1.91280605995053,0.0768773190037423,1.37215139295541,-1.32407582387454,-3.66704127175563,1.33443034253129,-0.427539125498538,0.696310263567846,-2.21662680747667,0.255106406079817,0.737178906780465,0.359031383135455,2.10430874131953
